"https://www.reuters.com/article/us-health-coronavirus-disinformation/russia-deploying-coronavirus-disinformation-to-sow-panic-in-west-eu-document-says-idUSKBN21518F","0"
"https://www.motherjones.com/politics/2020/03/donald-trump-signals-he-might-sacrifice-thousands-of-americans-to-restart-the-economy/","-2"
"https://www.theguardian.com/us-news/2020/mar/05/martin-luther-king-jr-son-rally-halt-alabama-execution-nathaniel-woods","-1"
"https://www.vox.com/2020/3/27/21195935/joe-biden-sexual-assault-allegation","-2"
"https://townhall.com/tipsheet/katiepavlich/2020/04/16/new-fisa-abusegrassley-n2567020","2"
"https://www.scientificamerican.com/article/heres-what-we-know-about-the-most-touted-drugs-tested-for-covid-191/","0"
"https://www.dailywire.com/news/this-did-not-have-to-happen-mcconnell-mccarthy-blast-democrats-for-blocking-funds-for-small-businesses","2"
"https://thefederalist.com/2020/04/09/celebrities-organize-major-benefit-for-china-complicit-who/","2"
"https://www.politico.com/news/2020/02/10/judge-cancels-michael-flynn-sentencing-113309","-1"
"https://chicago.suntimes.com/columnists/2019/12/16/21025153/jesse-jackson-trump-republicans-impeachment-trial-house-of-represenatives-2020","-2"
"https://townhall.com/columnists/katieyoder/2020/04/12/5-heartwarming-easter-stories-during-the-coronavirus-n2566729","2"
"https://www.wsj.com/articles/affluent-americans-still-say-i-do-its-the-middle-class-that-does-not-11583691336?mod=hp_lead_pos8","0"
"https://www.usatoday.com/story/news/politics/2020/04/16/coronavirus-mike-pence-shows-alliance-governors-despite-trump/2973430001/","0"
"https://www.foxnews.com/politics/trump-during-fox-news-coronavirus-townhall-signals-desire-to-ease-guidelines-we-have-to-get-back-to-work","1"
"https://www.cbsnews.com/news/harvard-freshman-palestinian-student-rejected-by-cbp-border-protection-officer-at-boston-logan-airport/","-1"
"https://www.aljazeera.com/news/2020/04/trump-accused-fomenting-rebellion-liberate-tweets-200417223606672.html","-1"
"https://www.foxnews.com/politics/trump-fires-michael-atkinson-intelligence-ig-who-told-congress-about-ukraine-phone-call-report","1"
"https://townhall.com/tipsheet/leahbarkoukis/2020/03/26/biden-makes-bizarre-false-claim-about-what-he-did-after-senate-n2565765","2"
"https://www.foxnews.com/politics/chief-justice-roberts-rare-rebuke-schumer-calling-comments-kavanaugh-gorsuch-dangerous","1"
"https://www.latimes.com/politics/story/2020-03-25/vote-senate-on-2-trillion-economic-stimulus-package-coronavirus","-1"
"https://www.themarshallproject.org/2020/04/08/trump-administration-tells-some-business-owners-do-not-apply-for-coronavirus-loans","0"
"http://www.usatoday.com/story/news/nation/2015/02/17/drug-prosecutions-declining/23546553/","0"
"https://www.cnbc.com/2020/04/11/every-state-in-the-us-is-now-under-a-major-disaster-declaration-amid-coronavirus-pandemic.html","0"
"https://www.dailywire.com/news/breaking-pence-announces-20-million-anti-body-coronavirus-tests-to-be-made-per-month","2"
"https://www.motherjones.com/environment/2020/02/the-biggest-municipal-solar-farm-in-the-us-is-coming-to-cincinnati/","-2"
"https://www.buzzfeednews.com/article/hamedaleaziz/coronavirus-derails-citizenship-oath-immigrants","-2"
"https://dailycaller.com/2020/03/18/hydroxychloroquine-coronavirus-covid19-cure-study/","2"
"https://www.washingtontimes.com/news/2020/apr/6/ronna-mcdaniel-rnc-chair-accuses-democrats-exploit/","1"
"https://www.washingtonexaminer.com/opinion/reopening-the-country-will-work-if-we-dont-let-partisanship-divide-us","1"
"https://www.economist.com/leaders/2020/02/27/the-case-for-free-speech-at-work","-1"
"https://www.foxnews.com/us/us-coronavirus-death-toll-passing-italy","1"
"https://www.npr.org/2020/03/17/817214390/china-pulls-credentials-from-journalists-at-3-major-u-s-publications","0"
"https://www.wsj.com/articles/controlling-the-virus-narrative-11584899715","1"
"https://www.nbcnews.com/politics/donald-trump/trump-predicting-rapid-economic-recovery-experts-say-it-s-not-n1184496","-1"
"https://www.nationalreview.com/news/federal-judge-orders-profits-from-snowden-book-to-go-to-u-s-government/","2"
"https://www.nytimes.com/2020/04/16/opinion/coronavirus-medical-training.html","1"
"https://www.reuters.com/article/us-health-coronavirus-britain-path-speci/special-report-johnson-listened-to-his-scientists-about-coronavirus-but-they-were-slow-to-sound-the-alarm-idUSKBN21P1VF","0"
"https://www.csmonitor.com/World/2020/0331/Work-and-parent-at-the-same-time-A-crisis-highlights-dual-lives","0"
"https://www.csmonitor.com/USA/Politics/Politics-Watch/2020/0326/Why-politics-matters-especially-now","0"
"https://www.axios.com/coates-energy-nsc-switch-discussed-cd557fc3-54ce-4328-88fb-f4f4faba7863.html","0"
"http://www.theblaze.com/stories/2015/11/03/tea-party-favorite-matt-bevin-elected-governor-of-kentucky/","2"
"https://www.nytimes.com/interactive/2020/03/06/opinion/working-class-death-rate.html","-2"
"https://www.foxnews.com/politics/melania-trump-silence-greta-thunberg","1"
"https://nypost.com/2020/04/06/a-pandemic-is-the-wrong-time-to-shut-down-nycs-top-source-of-electricity/","2"
"https://www.buzzfeednews.com/article/scaachikoul/weed-dealers-weed-smokers-coronavirus","-2"
"https://thehill.com/homenews/house/487402-pelosi-trump-strike-deal-on-coronavirus-response-package","0"
"https://www.reuters.com/article/us-health-coronavirus-usa-china-pentagon/u-s-military-says-coronavirus-likely-occurred-naturally-but-not-certain-idUSKCN21W2UH","0"
"https://www.foxnews.com/politics/trump-calls-for-2t-infrastructure-bill-as-phase-4-of-coronavirus-response","1"
"https://www.foxnews.com/media/andrew-napolitano-weinstein-verdict-monumental-setback","1"
"https://www.marketwatch.com/story/johnson-johnsons-stock-surge-lifts-the-dow-into-positive-territory-after-baby-powder-tests-show-no-asbestos-2019-10-30?mod=home-page","1"
"https://reason.com/video/biohackers-are-on-a-secret-hunt-for-the-coronavirus-vaccine/","1"
